from_skill,to_skill,relationship_type,source
ava,JavaScript,SUPPORTED_LANGUAGE,MTO
axe-selenium-java,Java,SUPPORTED_LANGUAGE,MTO
axe-selenium-java,Selenium,IMPLIES_KNOWING,MTO
bandit,Python,SUPPORTED_LANGUAGE,MTO
battery-level,JavaScript,SUPPORTED_LANGUAGE,MTO
bee-queue,JavaScript,SUPPORTED_LANGUAGE,MTO
behave,Python,SUPPORTED_LANGUAGE,MTO
bokeh,Python,SUPPORTED_LANGUAGE,MTO
botocore,Python,SUPPORTED_LANGUAGE,MTO
bravado,Python,SUPPORTED_LANGUAGE,MTO
bull,JavaScript,SUPPORTED_LANGUAGE,MTO
cache-manager,JavaScript,SUPPORTED_LANGUAGE,MTO
cachetools,Python,SUPPORTED_LANGUAGE,MTO
caniuse-lite,JavaScript,SUPPORTED_LANGUAGE,MTO
caret,R,SUPPORTED_LANGUAGE,MTO
cbor2,JSON,IMPLIES_KNOWING,MTO
cbor2,Python,SUPPORTED_LANGUAGE,MTO
chai,JavaScript,SUPPORTED_LANGUAGE,MTO
chai-http,JavaScript,SUPPORTED_LANGUAGE,MTO
compression,JavaScript,SUPPORTED_LANGUAGE,MTO
compromise,JavaScript,SUPPORTED_LANGUAGE,MTO
cors,JavaScript,SUPPORTED_LANGUAGE,MTO
cost-of-modules,JavaScript,SUPPORTED_LANGUAGE,MTO
cron rust,Rust,SUPPORTED_LANGUAGE,MTO
cron-expression,PHP,SUPPORTED_LANGUAGE,MTO
cron4j,Java,SUPPORTED_LANGUAGE,MTO
cuDF,Python,SUPPORTED_LANGUAGE,MTO
cx_Oracle,Python,SUPPORTED_LANGUAGE,MTO
cypress-axe,JavaScript,SUPPORTED_LANGUAGE,MTO
data.table,R,SUPPORTED_LANGUAGE,MTO
dbt,Python,SUPPORTED_LANGUAGE,MTO
deepchecks,Python,SUPPORTED_LANGUAGE,MTO
dlib,Python,SUPPORTED_LANGUAGE,MTO
docker-java,Java,SUPPORTED_LANGUAGE,MTO
docker-modem,JavaScript,SUPPORTED_LANGUAGE,MTO
dogpile.cache,Python,SUPPORTED_LANGUAGE,MTO
doit,Python,SUPPORTED_LANGUAGE,MTO
dotenv-safe,JavaScript,SUPPORTED_LANGUAGE,MTO
dplyr,R,SUPPORTED_LANGUAGE,MTO
eXist-db,JSONiq,IMPLIES_KNOWING,MTO
eXist-db,XPath,IMPLIES_KNOWING,MTO
eXist-db,XQuery,IMPLIES_KNOWING,MTO
elastic-apm-node,JavaScript,SUPPORTED_LANGUAGE,MTO
elasticlunr,JavaScript,SUPPORTED_LANGUAGE,MTO
elasticsearch-ruby,Ruby,SUPPORTED_LANGUAGE,MTO
elasticsearch-ruby,elasticsearch,IMPLIES_KNOWING,MTO
electron,JavaScript,IMPLIES_KNOWING,MTO
emails,Python,SUPPORTED_LANGUAGE,MTO
engine.io,JavaScript,SUPPORTED_LANGUAGE,MTO
express-rate-limit,JavaScript,SUPPORTED_LANGUAGE,MTO
face-api.js,JavaScript,SUPPORTED_LANGUAGE,MTO
fairmodels,R,SUPPORTED_LANGUAGE,MTO
fast-check,JavaScript,SUPPORTED_LANGUAGE,MTO
ffmpeg.wasm,JavaScript,SUPPORTED_LANGUAGE,MTO
flanker,Python,SUPPORTED_LANGUAGE,MTO
folium,Python,SUPPORTED_LANGUAGE,MTO
forecast,R,SUPPORTED_LANGUAGE,MTO
frames,Haskell,SUPPORTED_LANGUAGE,MTO
gRPC,Protobuf,IMPLIES_KNOWING,MTO
geopandas,Python,SUPPORTED_LANGUAGE,MTO
ggplot2,R,SUPPORTED_LANGUAGE,MTO
google-api-python-client,Python,SUPPORTED_LANGUAGE,MTO
got,JavaScript,SUPPORTED_LANGUAGE,MTO
helmet,JavaScript,SUPPORTED_LANGUAGE,MTO
hgeometry,Haskell,SUPPORTED_LANGUAGE,MTO
httpmock,Rust,SUPPORTED_LANGUAGE,MTO
hvac,Python,SUPPORTED_LANGUAGE,MTO
hypothesis,Python,SUPPORTED_LANGUAGE,MTO
iOS (Native),Objective-C,IMPLIES_KNOWING,MTO
iOS (Native),SQLite,IMPLIES_KNOWING,MTO
iOS (Native),Swift,IMPLIES_KNOWING,MTO
iOS (Native),Swift Package Manager,IMPLIES_KNOWING,MTO
iOS (Native),Xcode,IMPLIES_KNOWING,MTO
iOS (Native),cocoapods,IMPLIES_KNOWING,MTO
iOS (Native),testflight,IMPLIES_KNOWING,MTO
iOS Charts,Swift,SUPPORTED_LANGUAGE,MTO
icCube,MDX (Multidimensional Expressions),IMPLIES_KNOWING,MTO
imageio,Python,SUPPORTED_LANGUAGE,MTO
imager,R,SUPPORTED_LANGUAGE,MTO
invoke,Python,SUPPORTED_LANGUAGE,MTO
isomorphic-git,JavaScript,SUPPORTED_LANGUAGE,MTO
itsdangerous,Python,SUPPORTED_LANGUAGE,MTO
jOOQ,Java,SUPPORTED_LANGUAGE,MTO
kafka-node,JavaScript,SUPPORTED_LANGUAGE,MTO
kafka-python,Apache Kafka,IMPLIES_KNOWING,MTO
kafka-python,Python,SUPPORTED_LANGUAGE,MTO
kombu,Python,SUPPORTED_LANGUAGE,MTO
kubernetes-client,JavaScript,SUPPORTED_LANGUAGE,MTO
kubernetes-client,Kubernetes,IMPLIES_KNOWING,MTO
lapin,RabbitMQ,IMPLIES_KNOWING,MTO
lapin,Rust,SUPPORTED_LANGUAGE,MTO
lettre,Rust,SUPPORTED_LANGUAGE,MTO
libmicrohttpd,C,IMPLIES_KNOWING,MTO
librosa,Python,SUPPORTED_LANGUAGE,MTO
linfa,Rust,SUPPORTED_LANGUAGE,MTO
loadtest,JavaScript,SUPPORTED_LANGUAGE,MTO
locust,Python,SUPPORTED_LANGUAGE,MTO
lru-cache,JavaScript,SUPPORTED_LANGUAGE,MTO
lunr,JavaScript,SUPPORTED_LANGUAGE,MTO
lxml,Python,SUPPORTED_LANGUAGE,MTO
mORMot,Delphi,IMPLIES_KNOWING,MTO
mailgun-js,JavaScript,SUPPORTED_LANGUAGE,MTO
memlab,JavaScript,SUPPORTED_LANGUAGE,MTO
missingno,Python,SUPPORTED_LANGUAGE,MTO
ml-confusion-matrix,JavaScript,SUPPORTED_LANGUAGE,MTO
ml5.js,JavaScript,SUPPORTED_LANGUAGE,MTO
mocha,JavaScript,SUPPORTED_LANGUAGE,MTO
mockito rust,Rust,SUPPORTED_LANGUAGE,MTO
mongodb-memory-server,JavaScript,SUPPORTED_LANGUAGE,MTO
mongomock,Python,SUPPORTED_LANGUAGE,MTO
moto,Python,SUPPORTED_LANGUAGE,MTO
moviepy,Python,SUPPORTED_LANGUAGE,MTO
mysql-connector-python,MySQL,IMPLIES_KNOWING,MTO
mysql-connector-python,Python,SUPPORTED_LANGUAGE,MTO
nbval,Python,SUPPORTED_LANGUAGE,MTO
ndarray,Rust,SUPPORTED_LANGUAGE,MTO
needle,Python,SUPPORTED_LANGUAGE,MTO
network-simulator,JavaScript,SUPPORTED_LANGUAGE,MTO
nlp.js,JavaScript,SUPPORTED_LANGUAGE,MTO
nock,JavaScript,SUPPORTED_LANGUAGE,MTO
node-cache,JavaScript,SUPPORTED_LANGUAGE,MTO
node-cron,JavaScript,SUPPORTED_LANGUAGE,MTO
node-fetch,JavaScript,SUPPORTED_LANGUAGE,MTO
node-pagerduty,JavaScript,SUPPORTED_LANGUAGE,MTO
node-pagerduty,PagerDuty,IMPLIES_KNOWING,MTO
node-schedule,JavaScript,SUPPORTED_LANGUAGE,MTO
node-ssm,JavaScript,SUPPORTED_LANGUAGE,MTO
node-statsd,JavaScript,SUPPORTED_LANGUAGE,MTO
nodemailer,JavaScript,SUPPORTED_LANGUAGE,MTO
nodemon,JavaScript,SUPPORTED_LANGUAGE,MTO
nose2,Python,SUPPORTED_LANGUAGE,MTO
npm-check-updates,JavaScript,SUPPORTED_LANGUAGE,MTO
opsgenie js,JavaScript,SUPPORTED_LANGUAGE,MTO
opsgenie js,OpsGenie,IMPLIES_KNOWING,MTO
pChart,PHP,SUPPORTED_LANGUAGE,MTO
pa11y,JavaScript,SUPPORTED_LANGUAGE,MTO
pact,JavaScript,SUPPORTED_LANGUAGE,MTO
pandas-profiling,Python,SUPPORTED_LANGUAGE,MTO
pandera,Python,SUPPORTED_LANGUAGE,MTO
perfplot,Python,SUPPORTED_LANGUAGE,MTO
petl,Python,SUPPORTED_LANGUAGE,MTO
pg-mem,JavaScript,SUPPORTED_LANGUAGE,MTO
pgvector,PostgreSQL,IMPLIES_KNOWING,MTO
pgvector,SQL,IMPLIES_KNOWING,MTO
php-amqplib,PHP,SUPPORTED_LANGUAGE,MTO
phpfastcache,PHP,SUPPORTED_LANGUAGE,MTO
pika,Python,SUPPORTED_LANGUAGE,MTO
pingouin,Python,SUPPORTED_LANGUAGE,MTO
pip-tools,Python,SUPPORTED_LANGUAGE,MTO
pm2,JavaScript,SUPPORTED_LANGUAGE,MTO
pmdarima,Python,SUPPORTED_LANGUAGE,MTO
prom-client,JavaScript,SUPPORTED_LANGUAGE,MTO
prom-client,Prometheus,IMPLIES_KNOWING,MTO
psycopg2,Python,SUPPORTED_LANGUAGE,MTO
pyOpenSSL,Python,SUPPORTED_LANGUAGE,MTO
pygerduty,PagerDuty,IMPLIES_KNOWING,MTO
pygerduty,Python,SUPPORTED_LANGUAGE,MTO
pyjanitor,Python,SUPPORTED_LANGUAGE,MTO
pylibmc,Python,SUPPORTED_LANGUAGE,MTO
pyodbc,Python,SUPPORTED_LANGUAGE,MTO
pyplotly,Plotly,IMPLIES_KNOWING,MTO
pyplotly,Python,SUPPORTED_LANGUAGE,MTO
pytest-asyncio,Python,SUPPORTED_LANGUAGE,MTO
pytest-benchmark,Python,SUPPORTED_LANGUAGE,MTO
pytest-mock,Python,SUPPORTED_LANGUAGE,MTO
pytest-mpl,Python,SUPPORTED_LANGUAGE,MTO
pytest-postgresql,Python,SUPPORTED_LANGUAGE,MTO
pytest-qt,Python,SUPPORTED_LANGUAGE,MTO
pytest-selenium,Python,SUPPORTED_LANGUAGE,MTO
pytest-xdist,Python,SUPPORTED_LANGUAGE,MTO
pywebview,Python,SUPPORTED_LANGUAGE,MTO
pyzmq,Python,SUPPORTED_LANGUAGE,MTO
quanteda,R,SUPPORTED_LANGUAGE,MTO
react-perf-devtool,JavaScript,SUPPORTED_LANGUAGE,MTO
readr,R,SUPPORTED_LANGUAGE,MTO
redux-mock-store,JavaScript,SUPPORTED_LANGUAGE,MTO
redux-saga-test-plan,JavaScript,SUPPORTED_LANGUAGE,MTO
release-it,JavaScript,SUPPORTED_LANGUAGE,MTO
reqwasm,Rust,SUPPORTED_LANGUAGE,MTO
reqwest,Rust,SUPPORTED_LANGUAGE,MTO
responses,Python,SUPPORTED_LANGUAGE,MTO
rsmq,JavaScript,SUPPORTED_LANGUAGE,MTO
rsocket-rust,Rust,SUPPORTED_LANGUAGE,MTO
rstest,Rust,SUPPORTED_LANGUAGE,MTO
ruby-dnn,Ruby,SUPPORTED_LANGUAGE,MTO
ruby-jmeter,JMeter,IMPLIES_KNOWING,MTO
ruby-jmeter,Ruby,SUPPORTED_LANGUAGE,MTO
rufus-scheduler,Ruby,SUPPORTED_LANGUAGE,MTO
rust cached,Rust,SUPPORTED_LANGUAGE,MTO
rust geo,Rust,SUPPORTED_LANGUAGE,MTO
rust-postgres,Rust,SUPPORTED_LANGUAGE,MTO
rust-queue,Rust,SUPPORTED_LANGUAGE,MTO
rust-secure,Rust,SUPPORTED_LANGUAGE,MTO
rust-sql-mock,Rust,SUPPORTED_LANGUAGE,MTO
schedule,Python,SUPPORTED_LANGUAGE,MTO
schemathesis,Python,SUPPORTED_LANGUAGE,MTO
scikit-image,Python,SUPPORTED_LANGUAGE,MTO
secure-env,JavaScript,SUPPORTED_LANGUAGE,MTO
secure_headers,Ruby,SUPPORTED_LANGUAGE,MTO
semantic-release,JavaScript,SUPPORTED_LANGUAGE,MTO
serverless-plugin-optimize,JavaScript,SUPPORTED_LANGUAGE,MTO
serverless-plugin-split-stacks,JavaScript,SUPPORTED_LANGUAGE,MTO
sf,R,SUPPORTED_LANGUAGE,MTO
shapely,Python,SUPPORTED_LANGUAGE,MTO
simple-git,JavaScript,SUPPORTED_LANGUAGE,MTO
sinon,JavaScript,SUPPORTED_LANGUAGE,MTO
socket.io,JavaScript,SUPPORTED_LANGUAGE,MTO
spaCy,Python,SUPPORTED_LANGUAGE,MTO
statistics Haskell,Haskell,SUPPORTED_LANGUAGE,MTO
statsmodels,Python,SUPPORTED_LANGUAGE,MTO
stomp.py,Python,SUPPORTED_LANGUAGE,MTO
streamz,Python,SUPPORTED_LANGUAGE,MTO
structopt,Rust,SUPPORTED_LANGUAGE,MTO
stylist,Rust,SUPPORTED_LANGUAGE,MTO
supertest,JavaScript,SUPPORTED_LANGUAGE,MTO
sweetviz,Python,SUPPORTED_LANGUAGE,MTO
tch-rs,Rust,SUPPORTED_LANGUAGE,MTO
tfjs-vis,JavaScript,SUPPORTED_LANGUAGE,MTO
tidymodels,R,SUPPORTED_LANGUAGE,MTO
tidyr,R,SUPPORTED_LANGUAGE,MTO
timeseries-analysis,JavaScript,SUPPORTED_LANGUAGE,MTO
tink_web,Haxe,IMPLIES_KNOWING,MTO
tink_web,haxelib,IMPLIES_KNOWING,MTO
tokio-test,Rust,SUPPORTED_LANGUAGE,MTO
toml,Python,SUPPORTED_LANGUAGE,MTO
tower-http,Rust,SUPPORTED_LANGUAGE,MTO
tox,Python,SUPPORTED_LANGUAGE,MTO
tracking.js,JavaScript,SUPPORTED_LANGUAGE,MTO
tract,Rust,SUPPORTED_LANGUAGE,MTO
uniGUI,Delphi,IMPLIES_KNOWING,MTO
uniGUI,rad studio,IMPLIES_KNOWING,MTO
wasm-bindgen,Rust,SUPPORTED_LANGUAGE,MTO
wasm-bindgen-test,Rust,SUPPORTED_LANGUAGE,MTO
web-push,JavaScript,SUPPORTED_LANGUAGE,MTO
web-vitals,JavaScript,SUPPORTED_LANGUAGE,MTO
web2py,Python,IMPLIES_KNOWING,MTO
web2py,SQLite,IMPLIES_KNOWING,MTO
web2py,pip,IMPLIES_KNOWING,MTO
ws,JavaScript,SUPPORTED_LANGUAGE,MTO
ws,WebSocket,IMPLIES_KNOWING,MTO
xUnit.net,C#,SUPPORTED_LANGUAGE,MTO
yagmail,Python,SUPPORTED_LANGUAGE,MTO
